source,utime,text,category
SABCizindaba,4/10/2020 10:03,"Umengameli uCyril Ramaphosa izolo wengeze amanye amasonto amabili ohlelweni lokuvalwa kokusebenza kwezinto ezweni I LOCKDOWN, okuchaza ukuthi isiyoze iyophela ngasekupheleni kuka Mbasa. Uthini umbono wakho ngalokhu Thumela umbono nge Video ku Whatsapp ku081 534 8795.",politics
SABCizindaba,4/8/2020 13:33,UMBUZO Iziphi izinyathelo ezinqala ezingathathelwa labo abangafuni ukuthobela imithetho ye Lockdown Thumela umbono nge Video ku Whatsapp ku081 534 8795.,other
SABCizindaba,4/6/2020 9:07,Mbukeli ucabanga ukuthi sikhona yini isidingo sokuthi selulwe isikhathi sokuvalwa kwezwe thaqa ezweni phecelezi iLockdown Thumela umbono nge Video ku Whatsapp ku081 534 8795.,other
SABCizindaba,4/3/2020 15:29,Uthini umbono wakho ngokuxegiswa kwemigomo elawula iLOCKDOWN  Thumela umbono nge Video ku Whatsapp ku081 534 8795.,other
SABCizindaba,4/1/2020 15:36,"Ungqongqoshe wezokuthutha uyiguqulile imigomo yokusebenza kwamatekisi ukunqanda ukusabalala kwe CORONAVIRUS. Phakathi kwalemigomo eguquliwe, itekisi egunyazwe ukulayisha abagibeli abayishumi nanhlanu manje ivunyelwe ukulayisha abantu abayishumi kanti nabanezimoto ezincane abagibeza abantu abane manje bavunyelwe ukulayisha ababili kuphela. Ingabe wenelisekile ngaloluguquko Thumela umbono nge Video ku Whatsapp ku081 534 8795.",politics
SABCizindaba,3/30/2020 15:13,,
SABCizindaba,3/29/2020 10:50,UMBUZO Mbukeli ingabe abantu bayayilandela yini imithetho ebekiwe njengoba kuzanywa ukuthi kunqandwe ukubhebhetheka kwegciwane iCorona Thumela umbono nge Video ku Whatsapp ku081 534 8795.,other
SABCizindaba,3/27/2020 14:50,"Uthini umbono wakho mayelana ne LOCKDOWN, sithumelele I Video usibonisa ukuthi wena uziphethe kanjani njengoba kuvalwe ukusebenza kwezwe nje. Thumela umbono weVideo yeWhatsapp ku081 534 8795.",other
SABCizindaba,3/27/2020 9:43,"Uthini umbono wakho mayelana ne LOCKDOWN, sithumelele I Video usibonisa ukuthi wena uziphethe kanjani njengoba kuvalwe ukusebenza kwezwe nje. Thumela umbono weVideo yeWhatsapp ku081 534 8795.",other
SABCizindaba,3/25/2020 10:35,Uthini umbono wakho ngalababantu asebethatha uhambo beya emakhaya nakuba uhulumeni ethe asikugwemeni lokhu Thumela umbono weVideo yeWhatsapp ku081 534 8795.,other
SABCizindaba,3/25/2020 8:49,ESIVUKA NAZO Akasekho emhlabeni u Vusamazulu Credo Mutwa ukhokhovula ongumelaphi wendabuko. Udlula emhlabeni nje ubeseneminyaka engu98.,other
SABCizindaba,3/25/2020 6:38,KWEZISANDA KUNGENA Ungqongqoshe wezempilo uDkt. Zweli Mkhize usedalule ukuthi sebengu 709 asebeqinisekiswe ukutheleleka nge Covid19 e Ningizimu Afrika.,politics
SABCizindaba,3/23/2020 16:11,"UMBUZO Ibhekwe ngabomvu inkulumo kaMengameli kusihlwa nje. Kweyakuqala wamemezela imigomo eqinile ukunqanda ukusabalala iCOVID19, abanye babheke ukuthi kuvalwe yonke into. Yini wena oyilindele kulenkulumo kamengameli wezwe Thumela umbono weVideo yeWhatsapp ku081 534 8795.",politics
SABCizindaba,3/20/2020 15:56,"Kusasa izwe libungaza usuku lwamalungelo abantu, ngokwakho ukubona sesihambe ibanga elingakanani ekuhlonishweni kwamalungelo abantu Thumela umbono weVideo yeWhatsapp ku081 534 8795",other
SABCizindaba,3/20/2020 9:41,Uthini umbono wakho ngemigomo emisha yokunqanda ukusabalala kwegciwane iCORONA ikakhulu emkhakheni nalapho izindawo zokuthiba ukoma ziyalelwe ukuthi zivale ngehora lesithupha kusihlwa kuze kuyoshaya elesishiyagalolunye ekuseni kanti ngemva kwehora lesithupha khona kusihlwa zingaqhubeka zisebenze kepha zingathengisi utshwala futhi zingathengiseli abantu abangaphezulu kwamashumi amahlanu. Thumela umbono weVideo yeWhatsapp ku081 534 8795,other
SABCizindaba,3/18/2020 14:38,,
SABCizindaba,3/18/2020 10:14,,
SABCizindaba,3/18/2020 8:16,KWEZISANDA KUNGENA Sebengu 116 asebeqinisekisiwe eNingizimu Afrika ukuthi bane Coronavirus. Kulindeleke ukuthi lesibalo silokhu sanda njengoba i Corona iqhubeka ukubhebhetheka ngesivinini emhlabeni.,other
SABCizindaba,3/16/2020 14:36,,
SABCizindaba,3/16/2020 13:51,Mbukeli lena imininingwane emqoka ukugwema nokuthola ulwazi olubanzi oluthinta ubhubhane i Coronavirus.,other
SABCizindaba,3/16/2020 8:27,"Mbukeli lena imininingwane emqoka malungana nokuthola ulwazi olubanzi oluthinta ubhubhane lwegciwane i Corona, ngokunjalo nezinombolo ongazithinta ukwazi kabanzi.",other
SABCizindaba,3/15/2020 16:06,,
SABCizindaba,3/13/2020 15:11,,
SABCizindaba,3/13/2020 11:14,EZINGENA MANJE E Ningizimu Afrika sesenyukile safinyelela kwabangamashumi amabili nane isibalo sabantu asebetheleleke ngobhubhane lwegciwane i Corona.,other
SABCizindaba,3/13/2020 9:24,,
SABCizindaba,3/11/2020 15:27,"Awuphumanga nesisombululo umhlangano phakathi kwezikhulu zikahulumeni,amaphoyisa nezakhamuzi zasejozini ezibhikishela ukudlanga kobugebengu endaweni. Kulobugebengu kukhona obokwebiwa kwezimoto zeqiswe umngcele ziyiswe eMozambique.Thumela umbono weVideo yeWhatsapp ku081 534 8795",other
SABCizindaba,3/11/2020 8:48,KWEZINGENA MANJE UNgqongqoshe wezempilo uDKT. Zweli Mkhize uthe sekunabanye abayisithupha asebeqinisekiswe ukutheleleka nge Coronavirus. Lokhu kusho ukuthi eNingizimu Afrika sebeyishumi nantathu.,politics
SABCizindaba,3/9/2020 14:40,UMBUZO Kungenzeka luvalwe uhlelo lwezolimo oluholwa abesifazane eMsinga KwaZulu Natal uma uhulumeni ungangeneleli. Selokhu lwasungulwa selwakhe amathuba omsebenzi amaningi kulendawo. Uthini umbono wakho ngaloludaba Thumela umbono we Video ye Whatsapp ku081 534 8795,other
SABCizindaba,3/6/2020 10:09,Njengoba sekubikwe ukuthi kumontu ongenwe igciwane iCorona lapha e Ningizimu Africa nobevakashele e Italy. Wena ngokwakho yini oyenzayo ukuzigcina uphephile kuleligciwane Thumela umbono we Video ye Whatsapp ku081 534 8795,other
SABCizindaba,3/4/2020 15:50,Ingabe imidonsiswano eyenzeka emazingeni bohulumeni bezindawo noma emikhandlwini kwenziwa iziphakamiso zokungabethembi ubuholi bezimeya ezithize inamthelela muni ekuhlinzekweni kwabantu ngezidingongqangi Thumela umbono we Video ye Whatsapp ku081 534 8795,politics
SABCizindaba,3/1/2020 14:43,I Kaizer Chiefs isivule igebe lamaphuzu ayisikhombisa phezulu esicongweni se LOG kulandela ukunqoba umdlalo wayizolo ne Orlando Pirates. Uyibona kanjani iLOG ingabe kukhona okusazoguquka phezuluThumela umbono we Video ye Whatsapp ku081 534 8795,sport
SABCizindaba,2/28/2020 9:45,Ubhekwe ngabomvu umdlalo wezimbangi zase Soweto iKaizer Chiefs ne Orlando Pirates enkundleni iFNB kusasa. Okokuqala emlanweni weminyaka engamashumi amahlanu we Soweto Derby lamaqembu ebhekana ecijwa ngabaqeqeshi abadabuka e Yurophu. Laba ngu Ernst Middendorp no Josef Zinnbauer. Ngokwakho ukubona iliphi iqembu elizonqaba iSoweto Derby kusasa Thumela umbono we Video ye Whatsapp ku081 534 8795,sport
SABCizindaba,2/26/2020 14:31,Ingabe ujabule ngokuphume enkulumweni ka Ngqongqoshe wezemali nokwabiwa kwesabelo mali namhlanje Thumela umbono we Video ye Whatsapp ku081 534 8795,politics
SABCizindaba,2/26/2020 9:20,UMBUZO Yini oyilindele ngenkulumo yesabelo mali ezokwethulwa ngu Ngqongqoshe wezemali u Tito Mboweni namhlanje Thumela umbono we Video ye Whatsapp ku081 534 8795,politics
SABCizindaba,2/24/2020 8:58,Ibhodi lezilwimi e Ningizimu Africa iPANSLB linxusa wonke umuntu wakulelizwe ukuba ngaso sonke isikhathi akhulume ulwimi lwendabuko. Lelibhodi lithi sekuyinsakavukela umchilo wesidwaba ukukhulunywa kwesi Lungu ikakhulu entsheni njengoba ingenzi namizamo yokufunda izilwimi zayo. Ingabe siyisizwe senza okwenele ukulondoloza izilwimi zethu zomdabu Thumela iVideo yeWhatsapp ku081 534 8795,other
SABCizindaba,2/21/2020 14:58,Kunokukhonda kwabanye ukuthi umbutho wezokuvikela usebenza kahle emazweni angaphandle kodwa lapha ekhaya ubonakala uhluleka ukuvikela imingcele yezwe. Uthini umbono wakho Thumela iVideo yeWhatsapp ku081 534 8795,other
SABCizindaba,2/19/2020 15:46,Ukugxekana nokungcofana kwamalungu ePhalamende ingabe kusisiza kanjani thina sizwe ezinkingeni esibhekene nazo njengoba phela kuyithi esibathume ukuthi bayosimela esishayamthetho. Lokhu kulandela isigameko lapho kuvele khona izinsolo zokuhlukumeza ezibhekiswe kumengameli wezwe nomholi we EFF Thumela umbono we Video ye Whatsapp ku081 534 8795,politics
SABCizindaba,2/19/2020 11:57,UMasipala womkhandludolobha iVhembe eLimpopo uthi uphenya izinsolo zenkohlakalo ekuqashweni kweziNkampani ezimba amaBoreholes eVhembe. Lokhu kulandela imibiko ethi leziNkampani eziyisithupha ezaqashelwa lomsebenzi nyakenye ngo Mbasa azikaze zilubhade emsebenzini,politics
SABCizindaba,2/19/2020 11:56,"Ikomidi elibhekele ezemfundo, ezobuchwepheshe, ezemidlalo kanye nezobuCiko ePhalamende lizikhombe indlela izikhulu zesikhungo esihlinzeka abafundi ngemali yokufunda iNSFAS",politics
SABCizindaba,2/19/2020 11:54,Umbutho wezempi waseNingizimu Afrika uhlome ngezikhali ezanele ukuvikela izwe. Lokhu kuhlaluke khathi uviliyela ukubukisa ngekhono lombutho lokumela impi eRoodewal Weapons Range ngaphandle kwase Limpopo,politics
SABCizindaba,2/17/2020 13:41,Inhlangano ka FW De Klerk isiwahoxise amazwi akhe alumelayo amdonsele amanzi ngomsele malungana nenqubo yobandlululo. Ngabe ukuxolisa kwakhe kuzosidambisa yini isimo esibhedukile ngenxa yamazwi akhe Thumela umbono we Video ye Whatsapp ku081 534 8795,politics
SABCizindaba,2/16/2020 14:24,"Kubonakala sengathi alikho iqembu eselithe qekelele elikhombisa ukuthi lizosihlwitha isicoco se ABSA Premiership, uthini owakho umbono Thumela umbono wakho weVideo yeWhatsapp ku081 534 8795",sport
SABCizindaba,2/14/2020 17:45,Sesidonse amehlo abaningi isimanga somuzi owakhiwe wanophahla olubheke phansi oseHartebeespoort eNorth West,other
SABCizindaba,2/14/2020 17:44,Namhlanje kuhlangana iminyaka engamashumi amabili kwaba nomshado owawuseRobben Island Museum nokuwumshado owawuhlelwe nguMnyango wezasekhaya,other
SABCizindaba,2/14/2020 17:43,UMnyango wezemfundo eGauteng usucele abafundi ukuba bapheze ukuba amabhoklolo ezikoleni. Owengamele ezemfundo eGauteng ubehambele isikhumbuzo somfundi uKelebogile Molopyane wasesikoleni iFerndale High,other
SABCizindaba,2/14/2020 17:41,"Iqembu lamaMbazo amancane namhlanje belivalelisa umkhulu walo ongasekho, ingqalabutho yomculo wesicathamiya usolwazi uJoseph Shabalala",other
SABCizindaba,2/14/2020 17:40,INkantolo yezezisebenzi eGoli isigodlile isinqumo sesicelo esifakwe yizinyunyana iNUMSA kanye neSouth African Cabin Crew Association.,business
SABCizindaba,2/14/2020 8:33,UMBUZO Kuthini ukuphawula kwakho mbukeli ngenkulumo kaMengameli abeyethulela isizwe izolo kanye nako konke nje okwenzekile ePhalamende Thumela umbono wakho weVideo yeWhatsapp ku081 534 8795,politics
SABCizindaba,2/12/2020 18:06,Abeseka lowo owayengumengameli uJacob Zuma basola iphalamende ngokusabalalisa izindaba ezingelona iqiniso kanye nokungabaza ukugula kwakhe.,politics
SABCizindaba,2/12/2020 18:05,Izingqinamba ezibhekene nentsha ngezinye zezinto okubhekeke ukuthi uMengameli wezwe uCryril Ramaphosa abhekane nayo uma esethula inkulumo azobe eyibhekise esizweni kusasa.,politics
SABCizindaba,2/12/2020 18:03,UHulumeni waKwaZulu Natal uthi usubhalele uMengameli wezwe uCyril Ramaphosa umcela ukuthi uhloniphe umsunguli weLadysmith Black Mambazo uJoseph Shabalala ngomngcwabo okhethekile.,politics
SABCizindaba,2/12/2020 17:34,Isimo sezulu,other
SABCizindaba,2/12/2020 17:04,Izingqinamba ezibhekene nentsha ngezinye zezinto okubhekeke ukuthi uMengameli wezwe uCryril Ramaphosa abhekane nayo uma esethula inkulumo azobe eyibhekise esizweni kusasa.,politics
SABCizindaba,2/12/2020 14:26,Angabe ulindeleni enkulumweni kamengameli u azobe eyithulela isizwe kusasa ntambama Thumela umbono wakho weVideo yeWhatsapp ku081 534 8795,politics
SABCizindaba,2/10/2020 17:53,Isimo sezulu,other
SABCizindaba,2/10/2020 17:52,UMnyango wezempilo eLimpopo uthi ugculisekile ngemikhankaso yokufundisa ...,other
SABCizindaba,2/10/2020 17:49,Amaqembu aphikisayo azihlabe azihlikiza izinsongo zeEFF,politics
SABCizindaba,2/10/2020 17:46,Uvele enkantolo umlisa osolwa ngokugwaza abulale uLindokuhle Cele,other
SABCizindaba,2/10/2020 14:30,"UMBUZO Sichithiwe isicelo seEskom ukukhuphula amanani kagesi ngokuphindiwe. Lokhu bekuzosho ukuthi abezokhuphuka ngo 8 kulonyaka. Kulezinsuku icima ugesi ngenhloso yokuwonga, kepha ifuna ukukhuphula amanani kagesi. uthini umbono wakho Thumela iVideo yeWhatsapp ku0815348795",other
SABCizindaba,2/7/2020 17:36,Isimo sezulu,other
SABCizindaba,2/7/2020 17:33,UNdunankulu waKwaZulu Natal usebize umhlangano ophuthumayo neSAA,politics
SABCizindaba,2/7/2020 17:26,UMengameli uthi abavumelani nesinqumo sokuhoxisa izindiza,politics
SABCizindaba,2/7/2020 14:40,Kungabe uhulumeni wenza okwanele ukuqinisekisa ukuthi umsebenzi wamathenda uyaphothulwa kanye nokugwema inkohlakalo Thumela umbono wakho weVideo yeWhatsapp ku081 534 8795,politics
SABCizindaba,2/7/2020 12:00,uAdvocate Memela Ulandise ngempi yezomthetho phakathi kwakhe neSAA,politics
SABCizindaba,2/7/2020 11:57,Izakhamuzi zifuna ukuthi uHulumeni achaze ukuthi kungani ibhuloho lingap...,politics
SABCizindaba,2/7/2020 11:55,Izinyunyana zezisebenzi zisigxekile isinqumo seSAA,business
SABCizindaba,2/5/2020 15:02,Namhlanje bekuhlangana iminyaka emine selokhu kwenzeka inhlekelele emayini iLily lapho kwahhovoka khona umgodi kwanyamalala iContainer eyabe inezisebenzi ezintathu. iAMCU isinxuse umengameli uRamaphosa ukuba angenelele. Ingabe uhulumeni wenza okwenele ukusiza kutholakale leContainerThumela iVideo yeWhatsapp ku0815348795,business
SABCizindaba,2/3/2020 17:54,Isimo sezulu,other
SABCizindaba,2/3/2020 17:52,Inkinga yobubhoklolo ezikoleni,other
SABCizindaba,2/3/2020 17:25,Siyaqhubeka ukushuba isimo phakathi kuka Maimane neqembu iDA,politics
SABCizindaba,2/3/2020 15:36,"UMBUZO Umnyango wezemfundo e Gauteng usezithendeni zabafundi abasolwa ngokuba amabhoklolo ezikoleni. Kulokhu umfundi wasesikoleni i Roodepark umisiwe esikoleni ngenxa yalokhu kanti baningi nabanye abasazolandela. Bonke abafundi abangamabhoklolo ezikoleni bazomiswa uma betholakala benecala. Ngokubona kwakho, bungaqedwa kanjani ububhoklolo ezikoleni Thumela iVideo yeWhatsapp ku0815348795",other
SABCizindaba,2/2/2020 14:45,"Eminyakeni engamashumi amathathu edlule uhulumeni wobandlululo wathatha isinqumo esaphendla indlela yokuphela kokubusa kwedlanzana labamhlophe. Owayengumengameli ngaleso sikhathi u FW De Klerk wasebenzisa inkulumo yakhe yokuvula iphalamende ukuvula umlomo wonke amaqembu ombusazwe ayevalwe umlomo wamemezela nangokukhululwa kowabe engumengameli u Nelson Mandela. Uthini umbono wakho ngaloludaba, kukhona okukhumbulayo ngenkulumo ka De Klerk Thumela iVideo yeWhatsapp ku0815348795",politics
SABCizindaba,2/2/2020 14:44,Uyaqina umkhankaso we Spekboom abanye abasibiza nge Ntelezi e Little Karoo. Abantu bakhuthazwa ukuthi batshale lesihlahla esiyisimanga nesaziwa kakhulu ngokudonsa amathani amaningi omoya ongcolile iCarbon Dioxide. Kanti singabamba elikhulu iqhaza ekuphazamiseni ukuguquguquka kwesimo sezulu ngenxa yokungcoliseka komoya. Abantu banxuswa ukuthi batshale okungenani izihlahla eziyishumi kulonyaka. Uyasazi lesihlahla wena yini oyaziyo ngaso Thumela iVideo yeWhatsapp ku0815348795,other
SABCizindaba,1/31/2020 15:04,Kuzojutshwa umbutho wezokuvikela kulelizwe ezindaweni ezingenisa izivakashi ukuhlonza okusolisa ngathi igciwane iCorona. Liyakhula itwetwe njengoba sekubikwe osolwa ngokuthi unalo eBotswana obuya eChina. Uthini umbono wakho ngaloludaba Thumela iVideo yeWhatsapp ku0815348795,other
SABCizindaba,1/29/2020 14:55,"UMBUZO Umbutho wezokuvikela kuleli uthi ziyaqhubeka izinhlelo zokusungula uphiko oluzoqapha imingcele engenela kuleli. Ngabe luzokwelekela ukunqanda ukungena ngokungemthetho kwabantu, kuzokwenzekani ngasebevele belapha ngokungemthetho. Thumela iVideo yeWhatsapp ku0815348795",other
SABCizindaba,1/27/2020 17:48,Isimo sezulu,other
SABCizindaba,1/27/2020 17:46,iAutopax ibhekene nenkinga yemali,business
SABCizindaba,1/27/2020 17:41,Luvaliwe uphiko lwenyuvesi yaseNorth West oluseMahikeng,other
SABCizindaba,1/27/2020 16:16,Namhlanje usuku lwamaphoyisa kuhlonishwa amalungu ombutho azinikele ekuqinisekiseni ukuphepha kwezakhamuzi. Ungawakhuthaza uthini amaphoyisa ngomsebenzi wawo njengoba ekhona anconywayo nokukhalwa ngawo Thumela iVideo yeWhatsapp ku081 534 8795,other
SABCizindaba,1/27/2020 11:58,Inhlangano ebhekele amalungelo abantu izovakashela isibhedlela saseTembisa,other
SABCizindaba,1/27/2020 11:55,Namhlanje izwe libungaza usuku lwamaphoyisa iNational Police Day,other
SABCizindaba,1/27/2020 11:51,uPanyaza Lesufi usigxeke kakhulu isikole iGraceland Education Centre,politics
SABCizindaba,1/24/2020 18:03,Isimo sezulu sanamuhla,other
SABCizindaba,1/24/2020 18:01,Amaphoyisa abophe abantu mayelana nemibhikisho eNewcastle,other
SABCizindaba,1/24/2020 17:59,Amathambo ezisulu ezaziwa ngeCator Manor Nine,other
SABCizindaba,1/24/2020 17:56,Kuzotshalwa amaBeret eDiepsloot,other
SABCizindaba,1/24/2020 13:19,UMBUZO Ingabe umqeqeshi omusha u Jacques Nienaber uzokwazi ukuqhubeka nomsebenzi omuhle owenziwe ngu Rassie Erasmus njengoba anqoba indebe yomhlaba Thumela iVideo yeWhatsapp ku081 534 8795,sport
SABCizindaba,1/23/2020 13:43,Kuhlengwe amabhubesi nezingwe eGuatemala,other
SABCizindaba,1/22/2020 18:03,iANC ithi kufanele kube nohlelo lokuguqula izinto eSAA,politics
SABCizindaba,1/22/2020 18:01,Umndeni ufuna iNyathi Bush Camp ivalwe,other
SABCizindaba,1/22/2020 17:53,Umbungazo walomlando wempi yase Sandlwana,other
SABCizindaba,1/22/2020 15:01,Namhlanje kuhlangana iminyaka engu 141 kwaba nempi yaseSandlwana lapho ibutho likaZulu lahlehlisa khona ele Ndlovukazi u ictoria kulentaba eseNquthu KwaZulu Natal. Lapha uZulu wayehlome nje ngemikhonto ama Ngisi wona ehlome ngezibhamu ezinkulu. Imuphi umlando owaziyo ngalempi. Sicela uwufingqe umbono wakho. Thumela iVideo yeWhatsapp ku081 534 8795.,other
SABCizindaba,1/20/2020 18:03,Uvalwe ngumengameli weANC umhlangano wesigungu,politics
SABCizindaba,1/20/2020 18:01,Izowuthola uR2 billion iSAA,business
SABCizindaba,1/20/2020 17:59,Izolekelela imindeni ikhomishana yamalungelo abantu,politics
SABCizindaba,1/20/2020 15:12,"Uthini umbono wakho ngodaba la KwaMhlanga e Mpumalanga lapho kuthungelwe khona amagumbi akhiwe ngothayela amane esikoleni samabanga aphansi iLangalibalele ngokusho kophenyo lwamaphoyisa kunabazali abathintekayo kulesigameko njengoba kukhona ababefuna ukuthi izingane zisuswe kulamagumbi. Ngale kwalokhu selokhu kuvulwe izikole kube nezigameko zomlilo ezikoleni ezise Gauteng. Ingabe izinxushunxushu ziyayixazulula yini inkinga, yeseka umbono wakho bese uyawufingqa. Thumela iVideo yeWhatsapp ku081 534 8795",other
SABCizindaba,1/19/2020 17:44,Bafuna izimpendulo abazali,other
SABCizindaba,1/19/2020 17:42,Ulokhu uqhubekile nokuvunguza umoya onamandla eKapa,other
SABCizindaba,1/19/2020 17:41,uAce Magashule uthi bazogxila kulawo mabhizinisi ombuso adonsa kanzima,business
SABCizindaba,1/19/2020 14:30,"Ezemidlalo zigutshuzelwe ifu elimnyama emuva kokudlula emhlabeni kowabe engumshayi wesibhakela,Peter Terror Mathebula nowayengumdlali wombhoxo uMlungisi Ndzala. Athini amazwe enduduzo emndenini kanye nabangani ngokudlula kwabo emhlabeniThumela iVideo yeWhatsapp ku0815348795",sport
SABCizindaba,1/19/2020 14:15,"Uthini umbono wakho ngokudlula emhlabeni kowabe engumshayi wesibhakela, Peter Terror Mathebula uMathebula wanqoba isicoco seWBA Flyweight ngonyaka u1980. Thumela iVideo yeWhatsapp ku081 534 8795.",sport
SABCizindaba,1/18/2020 13:03,Izakhamuzi zaseMotherwell zisalinde isikole,other
SABCizindaba,1/18/2020 13:00,Konke kumi ngomumo ekubhaliseleni ukuvotelwa komkhandlu wabaholi bendabuko,politics
SABCizindaba,1/17/2020 18:39,Izinkinga zeziNkampanini ezingamabhizinisi ombuso,business
SABCizindaba,1/17/2020 18:34,Uphenyo ngokushona komfundi waseParktown Boys,other
SABCizindaba,1/17/2020 18:32,Igcine inqotshiwe impi ebiphakathi komnyango wezemfundo kanye nomphakathi waseNqundu,other
SABCizindaba,1/17/2020 14:47,Sitholakele isidumbu somfundi wase Parktown Boys High oneminyaka engu13 u Enoch Mpianzi oduke khathi kunohlelo lokujwayeza nokwemukela abafundi abasha baka Grade 8 ezinhlelweni zesikole e Brits e North West. Umnyango wezemfundo e Gauteng uthi uzoqala uphenyo oluzimele malungana nalesigameko. Uthini umbono wakho ngaloludaba. Thumela iVideo yeWhatsapp ku081 534 8795.,other
SABCizindaba,1/17/2020 12:41,Izakhamuzi zaseSpekboom zivuke zavala umgwaqo uR36,other
SABCizindaba,1/17/2020 12:40,Sitholakele isidumbu somfundi waseParktown Boys High School,other
SABCizindaba,1/15/2020 18:06,Isimo sezulu  15 January 2020,other
SABCizindaba,1/15/2020 17:57,iSAFA isihoxile emqhudelwaneni iAfrica Futsal Cup of Nations,sport
SABCizindaba,1/15/2020 17:37,Akuzange kufundwe esikoleni iNqundu Combined eNkandla,other
SABCizindaba,1/15/2020 13:42,Ingabe luhambe kanjani enganeni yakho usuku lokuvulwa kwezikole namuhla Thumela iVideo yeWhatsapp ku081 534 8795.,other
SABCizindaba,1/15/2020 10:50,Lizoqulwa ngoMbasa icala lokukhwabanisa elibhekene nowabe eyiMeya yeTheku uZandile Gumede. Ungaphandle ngebheyile kaR50 000. Kantike usolwa ngokukhwabanisa iThenda yokuqoqwa kwemfucumfucu kanye namanye amakhansela omkhandlu waseThekwini.,politics
SABCizindaba,1/15/2020 9:31,"Ingabe luhambe kanjani enganeni yakho usuku lokuvulwa kwezikole, sibonise I Video yengane yakho ikakhulukazi ebiqala ukungena isikole namhlanje. Thumela iVideo yeWhatsapp ku081 534 8795.",other
SABCizindaba,1/14/2020 13:31,iMassmart ihlela ukuvala izitolo ezingamashumi amathathu nane,business
SABCizindaba,1/14/2020 13:29,Izisebenzi zikaHulumeni ezenza ibhizinisi nombuso zizothweswa amacala,business
SABCizindaba,1/13/2020 18:11,Konke sekumi ngomumo njengoba zivulwa izikole,other
SABCizindaba,1/13/2020 18:09,Umndeni kaZinhle Muthwa ufuna icala lisiwe kwenye inkantolo,other
SABCizindaba,1/13/2020 18:04,Bakha izitini ngezigubhu zikanemenayidi,other
SABCizindaba,1/13/2020 13:24,"UMBUZO Ziyavulwa izikole ngolwesithathu, ingabe wena njengomzali usukulungele ukubuyisela ingane yakho esikoleni, umfaniswano nezincwadi zokufunda konke kumi ngomumo, ikhona inselele obhekene nayo Thumela iVideo yeWhatsapp ku081 534 8795.",other
SABCizindaba,1/11/2020 10:32,iLadysmith Black Mambazo lihlanganisa iminyaka engamashumi ayisithupha,entertainment
SABCizindaba,1/10/2020 19:01,Inkonzo yesikhumbuzo kaDokotela uRichard Maponya,business
SABCizindaba,1/10/2020 18:59,UMnyango wezempilo uphenya isigameko lapho abazali banikezwa izidumbu okungezona ezabo,other
SABCizindaba,1/10/2020 17:28,KWEZINGENA MANJE U Jabu Mabuza usesulile njengosihlalo webhodi le Eskom. U Mengameli u Cyril Ramaphosa ukwemukele ukwesula kwakhe. Usula nje i Eskom ihaqwe yizinkinga zemali kanti iyaqhubeka nohlelo lokucima ugesi ngenhloso yokuwonga.,business
SABCizindaba,1/10/2020 10:12,"Iqembu le Mbube I Ladysmith Black Mambazo libungaza iminyaka engamashumi ayisithupha laba khona. Ikuphi okuhlaba umxhwele okukhumbulayo ngaleliqembu, siculele kafishane nje enye yezingoma zeqembu oyithandayo. Thumela iVideo yeWhatsapp ku081 534 8795",entertainment
SABCizindaba,1/8/2020 17:43,Ububha abuzange buze bumqede amandla uBhekamandaba Makhonza,other
SABCizindaba,1/8/2020 17:39,Izifundazwe bezihlonipha abafundi abaphumelele kahle uMatikuletsheni,other
SABCizindaba,1/8/2020 13:59,Ungabaqinisa idolo ngokuthini abafundi baka Matric abangazange baphumelele Thumela umbono weVideo yeWhatsapp ku081 534 8795,other
SABCizindaba,1/8/2020 12:02,uMengameli weANC Ubeke izimbali ethuneni lika Sol Plaatje,politics
SABCizindaba,1/8/2020 12:01,Umphakathi usashaqekile emuva kokushona kwezingane ezine,other
SABCizindaba,1/8/2020 11:59,iKaizer Chiefs ligubha amashumi amahlanu eminyaka,sport
SABCizindaba,1/6/2020 18:43,Isomiso eEastern Cape,other
SABCizindaba,1/6/2020 18:41,Kuwe insika kwezamabhizinisi uRichard Maponya,business
SABCizindaba,1/6/2020 18:39,Imiphumela kaMatikuletsheni ka2019,other
SABCizindaba,1/6/2020 15:22,zibhekene nefu elimnyama ezamabhizinisi kulelizwe kulandela ukushona kukasomabhizinisi obaziwa kakhulu eSoweto uDokotela uRichard Maponya. iliphi igalelo olaziyo lika Maponya kwezamabhizinisi nokuthuthukiswa komuntu omnyama Thumela umbono weVideo yeWhatsapp ku081 534 8795,business
SABCizindaba,1/6/2020 12:48,Intsha eNorthern Cape iwujonge ngabomvu umcimbi weANC,politics
SABCizindaba,1/6/2020 12:38,Akasekho usomabhizinisi uRichard Maponya,business
SABCizindaba,1/6/2020 8:19,Akasekho emhlabeni usomabhizinisi omnkantshubomvu uDokotela Richard Maponya. Wasebenza ngokuzikhandla ukungena kwezamabhizinisi ngezikhathi zobandlululo. Wazakhela igama ngo 2007 evula inxanxathela yezitolo i Maponya Mall e Soweto.,business
SABCizindaba,1/4/2020 9:05,Umndeni ufuna libolele ejele iphoyisa eladubula owesifazane eMpumalanga,other
SABCizindaba,1/4/2020 9:04,Imiphumela kaMatric ngoLwesibili,other
SABCizindaba,1/4/2020 9:01,Amaphoyisa aphenya isigameko sokudubula eGoli,other
SABCizindaba,1/3/2020 18:05,Uyaqhubeka ke nomsebenzi wezintatheli zeSABC,entertainment
